id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,notes,start_date,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_is_active,away_venue_id,game_id,season,season_type,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,away_color,away_alternate_color,away_logo,status_type_alt_detail,odds
320828005,s:40~l:59~e:320828005~c:320828005,2012-08-28T23:00Z,0,True,False,False,False,[],2012-08-28T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,True,1823.0,320828005,2012,2,,,,,,,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,,
320828020,s:40~l:59~e:320828020~c:320828020,2012-08-28T23:00Z,0,True,False,False,False,[],2012-08-28T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827.0,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,False,1911.0,320828020,2012,2,,,,,,,11213e,c5d646,,,
320828008,s:40~l:59~e:320828008~c:320828008,2012-08-29T00:00Z,0,True,False,False,False,[],2012-08-29T00:00Z,1,STD,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029.0,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,False,780.0,320828008,2012,2,2029.0,Target Center,Minneapolis,MN,19006.0,False,000000,c7cfd4,,OT,
320828019,s:40~l:59~e:320828019~c:320828019,2012-08-29T00:00Z,0,True,False,False,False,[],2012-08-29T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847.0,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,True,2160.0,320828019,2012,2,,,,,,,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,,
320830009,s:40~l:59~e:320830009~c:320830009,2012-08-30T23:00Z,0,True,False,False,False,[],2012-08-30T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826.0,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,,320830009,2012,2,,,,,,,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,
320830020,s:40~l:59~e:320830020~c:320830020,2012-08-30T23:00Z,0,True,False,False,False,[],2012-08-30T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827.0,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,True,1823.0,320830020,2012,2,,,,,,,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,,
320830003,s:40~l:59~e:320830003~c:320830003,2012-08-31T00:00Z,0,True,False,False,False,[],2012-08-31T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911.0,,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,True,1841.0,320830003,2012,2,,,,,,,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,,
320830017,s:40~l:59~e:320830017~c:320830017,2012-08-31T00:00Z,0,True,False,False,False,[],2012-08-31T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780.0,,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,True,2160.0,320830017,2012,2,,,,,,,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,,
320830014,s:40~l:59~e:320830014~c:320830014,2012-08-31T02:00Z,0,True,False,False,False,[],2012-08-31T02:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184.0,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,True,1949.0,320830014,2012,2,2184.0,KeyArena,Seattle,WA,17459.0,True,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,,
320831008,s:40~l:59~e:320831008~c:320831008,2012-09-01T00:00Z,0,True,False,False,False,[],2012-09-01T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029.0,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,False,1911.0,320831008,2012,2,2029.0,Target Center,Minneapolis,MN,19006.0,False,11213e,c5d646,,,
320901009,s:40~l:59~e:320901009~c:320901009,2012-09-01T20:00Z,0,True,False,False,False,[],2012-09-01T20:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826.0,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,True,1823.0,320901009,2012,2,,,,,,,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,,
320901005,s:40~l:59~e:320901005~c:320901005,2012-09-01T23:00Z,0,True,False,False,False,[],2012-09-01T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,True,1847.0,320901005,2012,2,,,,,,,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,,
320901011,s:40~l:59~e:320901011~c:320901011,2012-09-02T02:00Z,0,True,False,False,False,[],2012-09-02T02:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949.0,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,False,780.0,320901011,2012,2,,,,,,,000000,c7cfd4,,,
320902020,s:40~l:59~e:320902020~c:320902020,2012-09-02T19:00Z,0,True,False,False,False,[],2012-09-02T19:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827.0,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,True,2160.0,320902020,2012,2,,,,,,,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,,
320902019,s:40~l:59~e:320902019~c:320902019,2012-09-02T22:00Z,0,True,False,False,False,[],2012-09-02T22:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847.0,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,True,1841.0,320902019,2012,2,,,,,,,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,,
320904016,s:40~l:59~e:320904016~c:320904016,2012-09-04T23:00Z,0,True,False,False,False,[],2012-09-04T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823.0,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,True,2160.0,320904016,2012,2,,,,,,,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,,
320904008,s:40~l:59~e:320904008~c:320904008,2012-09-05T00:00Z,0,True,False,False,False,[],2012-09-05T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029.0,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,True,1841.0,320904008,2012,2,2029.0,Target Center,Minneapolis,MN,19006.0,False,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,,
320905009,s:40~l:59~e:320905009~c:320905009,2012-09-05T23:00Z,0,True,False,False,False,[],2012-09-05T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826.0,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,True,1949.0,320905009,2012,2,,,,,,,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,,
320905020,s:40~l:59~e:320905020~c:320905020,2012-09-05T23:00Z,0,True,False,False,False,[],2012-09-05T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827.0,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,,320905020,2012,2,,,,,,,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,
320906014,s:40~l:59~e:320906014~c:320906014,2012-09-07T02:00Z,0,True,False,False,False,[],2012-09-07T02:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184.0,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,False,1911.0,320906014,2012,2,2184.0,KeyArena,Seattle,WA,17459.0,True,11213e,c5d646,,,
320907016,s:40~l:59~e:320907016~c:320907016,2012-09-07T23:00Z,0,True,False,False,False,[],2012-09-07T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823.0,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,True,1841.0,320907016,2012,2,,,,,,,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,,
320907018,s:40~l:59~e:320907018~c:320907018,2012-09-07T23:00Z,0,True,False,False,False,[],2012-09-07T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160.0,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,True,1949.0,320907018,2012,2,2160.0,Mohegan Sun Arena,Uncasville,CT,10000.0,True,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,,
320907009,s:40~l:59~e:320907009~c:320907009,2012-09-07T23:30Z,0,True,False,False,False,[],2012-09-07T23:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826.0,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,True,1847.0,320907009,2012,2,,,,,,,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,,
320907008,s:40~l:59~e:320907008~c:320907008,2012-09-08T00:00Z,0,True,False,False,False,[],2012-09-08T00:00Z,1,STD,0.0,0.0,6,3,STATUS_FINAL,post,True,Final,Final/2OT,Final/2OT,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029.0,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,True,1827.0,320907008,2012,2,2029.0,Target Center,Minneapolis,MN,19006.0,False,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,2OT,
320907017,s:40~l:59~e:320907017~c:320907017,2012-09-08T00:00Z,0,True,False,False,False,[],2012-09-08T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780.0,,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,,320907017,2012,2,,,,,,,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,
320908003,s:40~l:59~e:320908003~c:320908003,2012-09-09T00:00Z,0,True,False,False,False,[],2012-09-09T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911.0,,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,2184.0,320908003,2012,2,,,,,,,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,
320909017,s:40~l:59~e:320909017~c:320909017,2012-09-09T19:00Z,0,True,False,False,False,[],2012-09-09T19:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780.0,,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,2029.0,320909017,2012,2,,,,,,,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,,
320909020,s:40~l:59~e:320909020~c:320909020,2012-09-09T19:00Z,0,True,False,False,False,[],2012-09-09T19:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827.0,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,True,1823.0,320909020,2012,2,,,,,,,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,,
320909009,s:40~l:59~e:320909009~c:320909009,2012-09-09T20:00Z,0,True,False,False,False,[],2012-09-09T20:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826.0,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,True,1841.0,320909009,2012,2,,,,,,,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,,
320909018,s:40~l:59~e:320909018~c:320909018,2012-09-09T21:00Z,6658,True,False,False,False,[],2012-09-09T21:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160.0,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,True,1847.0,320909018,2012,2,2160.0,Mohegan Sun Arena,Uncasville,CT,10000.0,True,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,,
320909005,s:40~l:59~e:320909005~c:320909005,2012-09-09T22:00Z,7971,True,False,False,False,[],2012-09-09T22:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,True,1949.0,320909005,2012,2,2183.0,Gainbridge Fieldhouse,Indianapolis,IN,17923.0,True,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,,
320911020,s:40~l:59~e:320911020~c:320911020,2012-09-11T23:00Z,0,True,False,False,False,[],2012-09-11T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827.0,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,2184.0,320911020,2012,2,,,,,,,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,
320911019,s:40~l:59~e:320911019~c:320911019,2012-09-12T00:00Z,0,True,False,False,False,[],2012-09-12T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847.0,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,2029.0,320911019,2012,2,,,,,,,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,,
320912005,s:40~l:59~e:320912005~c:320912005,2012-09-12T23:00Z,6337,True,False,False,False,[],2012-09-12T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,2184.0,320912005,2012,2,2183.0,Gainbridge Fieldhouse,Indianapolis,IN,17923.0,True,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,
320912009,s:40~l:59~e:320912009~c:320912009,2012-09-12T23:00Z,5717,True,False,False,False,[],2012-09-12T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826.0,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,True,1823.0,320912009,2012,2,1826.0,Prudential Center,Newark,NJ,18500.0,False,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,,
320912003,s:40~l:59~e:320912003~c:320912003,2012-09-13T00:00Z,4543,True,False,False,False,[],2012-09-13T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911.0,,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,False,780.0,320912003,2012,2,1911.0,BOK Center,Tulsa,OK,0.0,False,000000,c7cfd4,,,
320912011,s:40~l:59~e:320912011~c:320912011,2012-09-13T02:30Z,5421,True,False,False,False,[],2012-09-13T02:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949.0,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,True,2160.0,320912011,2012,2,1949.0,Footprint Center,Phoenix,AZ,18055.0,True,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,,
320913006,s:40~l:59~e:320913006~c:320913006,2012-09-14T02:30Z,8489,True,False,False,False,[],2012-09-14T02:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841.0,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,True,1847.0,320913006,2012,2,1841.0,crypto.com Arena,Los Angeles,CA,19068.0,True,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,,
320914005,s:40~l:59~e:320914005~c:320914005,2012-09-14T23:00Z,8819,True,False,False,False,[],2012-09-14T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,2029.0,320914005,2012,2,2183.0,Gainbridge Fieldhouse,Indianapolis,IN,17923.0,True,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,,
320914016,s:40~l:59~e:320914016~c:320914016,2012-09-14T23:00Z,7368,True,False,False,False,[],2012-09-14T23:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823.0,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,True,1827.0,320914016,2012,2,1823.0,Capital One Arena,Washington,DC,20362.0,True,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,,
320914017,s:40~l:59~e:320914017~c:320914017,2012-09-15T00:00Z,7109,True,False,False,False,[],2012-09-15T00:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780.0,,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,2184.0,320914017,2012,2,780.0,AT&T Center,San Antonio,TX,18500.0,False,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,
320914011,s:40~l:59~e:320914011~c:320914011,2012-09-15T02:00Z,6719,True,False,False,False,[],2012-09-15T02:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949.0,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,False,1911.0,320914011,2012,2,1949.0,Footprint Center,Phoenix,AZ,18055.0,True,11213e,c5d646,,,
320914006,s:40~l:59~e:320914006~c:320914006,2012-09-15T03:00Z,10503,True,False,False,False,[],2012-09-15T03:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841.0,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,True,2160.0,320914006,2012,2,1841.0,crypto.com Arena,Los Angeles,CA,19068.0,True,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,,
320916017,s:40~l:59~e:320916017~c:320916017,2012-09-16T19:00Z,5246,True,False,False,False,[],2012-09-16T19:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780.0,,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,False,1911.0,320916017,2012,2,780.0,AT&T Center,San Antonio,TX,18500.0,False,11213e,c5d646,,,
320916016,s:40~l:59~e:320916016~c:320916016,2012-09-16T20:00Z,8087,True,False,False,False,[],2012-09-16T20:00Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823.0,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,True,1826.0,320916016,2012,2,1823.0,Capital One Arena,Washington,DC,20362.0,True,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,,
